title,company,metro,link
Tech Lead Data Engineer (Big Data),Платформа ОФД,Лужники и еще 1 ,https://hh.ru/vacancy/73998234?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Junior Product Manager,Наймиум,Каланчёвская и еще 2 ,https://hh.ru/vacancy/73563554?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик - Актуарий,"CARDIF, Страховая компания",Дмитровская,https://hh.ru/vacancy/75609608?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
"Data analyst/Data Scientist в ML-команду трайба ""Платежи и переводы""",Сбер для экспертов,,https://hh.ru/vacancy/76727275?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик (мобильные приложения),М.Видео-Эльдорадо. Офис,Бауманская,https://hh.ru/vacancy/76419053?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
"Аналитик SQL,Python","Иннотех, Группа компаний",,https://hh.ru/vacancy/76103789?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик процессного офиса,Государственная корпорация Агентство по страхованию вкладов,Белорусская,https://hh.ru/vacancy/71608838?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Бизнес-аналитик,Black Star,,https://hh.ru/vacancy/72406011?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Продуктовый аналитик,Skillbox,,https://hh.ru/vacancy/76661685?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Продюсер Маркетолог на автоворонки для онлайн-школы (удаленно),PRO-Здоровье,,https://hh.ru/vacancy/75922863?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Менеджер по товародвижению и промо,"Пятёрочка. Склад, логистика",Савёловская и еще 2 ,https://hh.ru/vacancy/76644871?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик группы развития системы пополнения торговых точек,ДИКСИ. Офис,,https://hh.ru/vacancy/74342152?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Data Scientist (главный исследователь данных),"ВСК, САО",,https://hh.ru/vacancy/70995598?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик клиентского сервиса,Почта Банк,Преображенская площадь,https://hh.ru/vacancy/76589625?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Продуктовый аналитик/CRM-аналитик/SQL,ПАО Промсвязьбанк,Павелецкая и еще 1 ,https://hh.ru/vacancy/69306095?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Стажер/Маркетолог образовательных курсов/Intern Marketing,Changellenge,,https://hh.ru/vacancy/76502372?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик (supply chain),Агрохолдинг Белая Дача,Котельники,https://hh.ru/vacancy/76078912?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
"Менеджер по работе с маркетплейсами (OZON, Wildberries, Яндекс Маркет). Работа на складе",ООО Джойсити,,https://hh.ru/vacancy/73783362?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Teamlead аналитики,ЛАНИТ. Департамент систем управления документами,Алексеевская и еще 2 ,https://hh.ru/vacancy/76520912?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик мобильных приложений (маркетинг),AppCake,,https://hh.ru/vacancy/76559896?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Категорийный менеджер / бренд менеджер,VAGNERPLAST,Аннин,https://hh.ru/vacancy/75825829?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
CRM-маркетолог / E-mail маркетолог в онлайн-школу,3DCLUB,,https://hh.ru/vacancy/76683758?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Системный аналитик,Dr. Reddy’s,,https://hh.ru/vacancy/74092302?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Специалист по платному трафику (Middle/Senior),pride.marketing,,https://hh.ru/vacancy/76062575?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Product Manager сайта/веб-версии в международный проект о здоровье,Welltory,,https://hh.ru/vacancy/76464340?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Консультант-аналитик 1С:Документооборот (удаленно),1С:ВДГБ,,https://hh.ru/vacancy/76601865?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Маркетолог аналитик мобильных приложений,AppCake,,https://hh.ru/vacancy/76560115?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Бизнес-аналитик/Технолог (Миграция данных/ТЦО),ПАО Промсвязьбанк,,https://hh.ru/vacancy/75934478?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Senior CRM менеджер,ООО Медиапоинт,,https://hh.ru/vacancy/76291450?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик ETL,Лига Цифровой Экономики,,https://hh.ru/vacancy/73502460?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Product manager,EGGНEADS,,https://hh.ru/vacancy/75875404?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Data Engineer,Rutube,Аэропорт и еще 2 ,https://hh.ru/vacancy/76291546?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Специалист по поддержке и аналитике систем,Nestle,Павелецкая,https://hh.ru/vacancy/76660684?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Python developer (middle),ООО НОВОСИСТЕМ,Нахимовский проспект,https://hh.ru/vacancy/76105043?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Спикер на курс «Data Engineer»,Skillbox,,https://hh.ru/vacancy/76046295?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик по закупкам ИТ оборудования,"Компания «СПОРТМАСТЕР», Sportmaster Lab",,https://hh.ru/vacancy/76094549?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Старший аналитик по планированию и прогнозированию продаж (Senior Sales & Demand analyst),ООО Кимберли-Кларк,Калужская,https://hh.ru/vacancy/72425707?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Бизнес-аналитик (отчетность),Faberlic,Красный строитель и еще 1 ,https://hh.ru/vacancy/72126142?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Бизнес-ассистент \ Менеджер проектов,ДИВАН.РУ,,https://hh.ru/vacancy/76267199?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик-специалист по подбору персонала,Сол Партнерс,,https://hh.ru/vacancy/75572159?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Младший финансовый аналитик,ОАО Судоходная компания Волжское пароходство,,https://hh.ru/vacancy/72191482?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Бизнес / Системный аналитик,"билайн: ИТ, Data, Digital",,https://hh.ru/vacancy/76150080?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик по информационной безопасности в исследовательскую группу,Positive Technologies,Преображенская площадь,https://hh.ru/vacancy/76723210?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Руководитель направления по бизнес-аналитике управления контроля процессов, Альфа-Банк,Технопар,https://hh.ru/vacancy/75557391?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик отдела продаж,ООО ЛУИС+,,https://hh.ru/vacancy/73990001?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
HR-аналитик,ООО ГК МИЦ,Павелецкая,https://hh.ru/vacancy/76395545?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Руководитель отдела маркетинга и рекламы,Директ Лизинг,,https://hh.ru/vacancy/75965018?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Fullstack developer Python-JS / Фулстек-Разработчик,ООО НТ Прогресс,Автозаводская,https://hh.ru/vacancy/72731847?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Руководитель направления (Отдел аналитики и отчетности РБ),Банк Открытие,Павелецкая,https://hh.ru/vacancy/71693223?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Бизнес-аналитик (Middle),Тинькофф,Водный стадион,https://hh.ru/vacancy/75616684?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Специалист ERP-систем,ООО Реставрация,,https://hh.ru/vacancy/75956719?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик баз данных с администрированием сервера MSSQL,ПАО МГТС,Крестьянская застава и еще 1 ,https://hh.ru/vacancy/76502648?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Менеджер по работе с маркетплейсами,ООО ЭкоСтиль,,https://hh.ru/vacancy/76655475?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Старший бизнес-аналитик,QIWI,Чертановская,https://hh.ru/vacancy/73314742?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Системный аналитик,ООО Современные Фонды Недвижимости,,https://hh.ru/vacancy/76478426?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Финансовый аналитик,ООО СЗ Стадион Спартак,,https://hh.ru/vacancy/75769379?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик / менеджер проектов в департамент консалтинга и коммуникационных исследований,PR News,,https://hh.ru/vacancy/76561351?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик витрин данных,"Иннотех, Группа компаний",,https://hh.ru/vacancy/76106615?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Продуктовый аналитик “Строки”,ПАО «МТС» ,,https://hh.ru/vacancy/76387967?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Младший аналитик-оптимизатор на производство,ООО Ридан,,https://hh.ru/vacancy/75904120?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Demand Planner,ANCOR,яковская,https://hh.ru/vacancy/74135716?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Младший Аналитик (Мск),ООО Тагес Джамп,,https://hh.ru/vacancy/51240475?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Аналитик (Кредитные карты),Банк ВТБ (ПАО),Деловой центр и еще 2 ,https://hh.ru/vacancy/73142532?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Интернет-маркетолог/таргетолог,ООО Базис Девелопмент,рксистская и еще 1 ,https://hh.ru/vacancy/75554919?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Старший аналитик Отдела по управлению портфелем розничного бизнеса,"Ренессанс Кредит, Москва",Павелецкая и еще 1 ,https://hh.ru/vacancy/75743162?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Контент-менеджер (проверка данных) / Специалист по сбору информации с сайтов ритейлеров,ООО 24 ТТЛ,,https://hh.ru/vacancy/76126804?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Ведущий менеджер стратегических проектов,Яндекс,,https://hh.ru/vacancy/75753316?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
"Главный специалист Мониторинг кредитных рисков / Аналитика, процессы и качество данных Банк ДОМ.РФ",АО Банк ДОМ.РФ,,https://hh.ru/vacancy/76599813?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Системный аналитик,Лига Цифровой Экономики,,https://hh.ru/vacancy/76112959?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Менеджер продукта (Big Data),"Лента, федеральная розничная сеть, IT ",,https://hh.ru/vacancy/74349445?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Старший Антифрод-аналитик (Remote),РобоФинанс,,https://hh.ru/vacancy/73565503?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Junior+ разработчик Haskell - программист Haskell (удаленно),ООО Гетшоптв,Достоевская и еще 2 ,https://hh.ru/vacancy/76412870?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Middle/Senior Product analyst,QIWI,Чертановская,https://hh.ru/vacancy/73380926?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Системный аналитик,ООО СК Сбербанк страхование жизни,,https://hh.ru/vacancy/76660098?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Разработчик BI,ООО АЛРОСА Информационные технологии,,https://hh.ru/vacancy/72919665?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Сервис-менеджер / Менеджер по сопровождению IT-сервисов,ООО Палиндром,,https://hh.ru/vacancy/76732691?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
"Интернет-маркетолог / SEO, контекст, ROISTAT, email в штат",PATENTUS,Павелецкая и еще 2 ,https://hh.ru/vacancy/76170073?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Бизнес-партнер Департамента управленческой отчетности,БКС Бизнес и процессы,,https://hh.ru/vacancy/73872299?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
Системный/Бизнес-аналитик (Приборы),СИГМА,Тульская,https://hh.ru/vacancy/76543836?from=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA+%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
